Zone,Sex,Cancer,Years,PopTot,Cases,AAIR,LCI,UCI,W_PopTot,W_Cases,W_AAIR,W_LCI,W_UCI,B_PopTot,B_Cases,B_AAIR,B_LCI,B_UCI
A9011,Female,CRC,05yrs,158425,81,44,34.7,55.2,129017,69,42.7,32.9,54.6,18132,,,,
A9013,Female,CRC,05yrs,150180,55,34.3,25.7,44.8,105236,45,35.9,26.1,48.5,30177,,,,
A9014,Female,CRC,05yrs,143902,48,37.6,27.4,50.3,115696,40,36.8,25.9,50.5,17756,,,,
A9015,Female,CRC,05yrs,165107,81,41.1,32.4,51.4,49818,27,44,28.1,66.1,104088,48,38,27.8,51
A9016,Female,CRC,05yrs,208496,76,31.1,24.5,39.2,158421,65,30.2,23.2,38.9,42928,,,,
A9017,Female,CRC,05yrs,161828,91,45.5,36.4,56.3,69394,24,23.3,14.8,35.8,87644,67,69.9,53.7,89.4
A9018,Female,CRC,05yrs,150529,67,37.8,29.1,48.4,127646,61,39.4,29.9,51.1,12063,,,,
A9019,Female,CRC,05yrs,168076,54,30.8,23,40.5,67634,24,24.2,15.2,37.3,67615,23,44.8,26.7,69.8
A9020,Female,CRC,05yrs,178654,78,41.7,32.8,52.2,38058,26,44.7,26.5,71.6,134785,52,44.4,32.8,58.7
A9021,Female,CRC,05yrs,155175,71,32.3,24.9,41.4,107532,59,33.7,24.9,45.2,18817,,,,
A9022,Female,CRC,05yrs,164504,90,50.1,40.1,61.9,64080,35,45.7,31.4,64.6,96529,55,57.1,42.8,74.7
A9023,Female,CRC,05yrs,161436,65,35,26.9,45,48371,,,,,101235,52,43.9,32.5,58.2
A9024,Female,CRC,05yrs,148761,46,29.4,21.4,39.6,53006,16,28.1,15.7,47.9,83077,28,31,20.4,45.4
A9025,Female,CRC,05yrs,150575,60,41.1,31.2,53.1,93424,40,35.9,25.4,49.5,47250,19,64.2,37.2,101.6
A9026,Female,CRC,05yrs,165312,70,32.7,25,42.1,88972,40,23.7,16.4,34.1,66482,30,48.9,32.7,70.3
A9027,Female,CRC,05yrs,138701,58,38,28.7,49.5,98855,46,39.1,28.4,52.7,23999,,,,
A9028,Female,CRC,05yrs,157590,59,22.2,16.6,29.4,116859,54,23.8,17.3,32.6,16322,,,,
A9029,Female,CRC,05yrs,160236,62,36.5,27.9,47,143595,57,36.1,27.2,47,9428,,,,
A9030,Female,CRC,05yrs,165512,74,39.5,30.8,49.9,82969,42,32,22.3,45.3,66713,25,54.8,34.2,82.9
A9031,Female,CRC,05yrs,140163,37,29.2,20.1,41,113654,32,30.3,20.2,43.6,17290,,,,
A9033,Female,CRC,05yrs,178734,78,41.7,32.7,52.3,160025,73,42.7,33.2,54,11713,,,,
A9034,Female,CRC,05yrs,162192,90,45.6,36.4,56.6,93315,52,39.9,29.2,53.4,62191,38,62.7,44,86.7
A9035,Female,CRC,05yrs,161184,107,56.7,46.2,68.9,80212,45,44.3,32.1,59.9,75058,62,73.9,56.2,95.5
A9036,Female,CRC,05yrs,170517,73,37.1,28.9,47,119956,58,35.1,26.4,46.1,39739,,,,
A9037,Female,CRC,05yrs,156555,70,30,22.9,38.7,116158,60,33.5,24.8,44.5,24186,,,,
A9038,Female,CRC,05yrs,162039,56,30.8,23.2,40.2,109821,47,34.1,24.9,45.9,40405,,,,
A9039,Female,CRC,05yrs,165630,84,42.4,33.6,52.8,119073,67,42,32.3,54,33186,,,,
A9040,Female,CRC,05yrs,146174,69,41.1,31.9,52.3,97817,55,42,31.5,55.2,32980,,,,
A9041,Female,CRC,05yrs,165960,62,32.7,24.8,42.3,104746,46,34.2,24.5,46.6,45540,,,,
A9042,Female,CRC,05yrs,162006,65,39.5,30,51,76893,38,40.7,28.3,56.8,60029,23,54.2,31,86.4
A9043,Female,CRC,05yrs,155790,96,53.2,43,65.3,70683,53,53.1,39.3,70.6,78209,43,60.5,43.3,82.1
A9044,Female,CRC,05yrs,197447,88,40.2,32.1,49.7,79850,42,36.3,25.9,50,112260,45,46.1,33.4,61.9
A9045,Female,CRC,05yrs,171223,74,36.9,28.8,46.6,37556,20,25.3,14.7,43.6,121676,48,41.6,30.4,55.5
A9046,Female,CRC,05yrs,168061,74,41.3,32.3,52.3,16475,,,,,145884,65,46.2,34.9,59.8
A9048,Female,CRC,05yrs,162689,37,30.7,21.4,42.6,69311,,,,,80689,31,39.5,26.5,56.6
A9049,Female,CRC,05yrs,165023,43,25.8,18.4,35.1,101151,30,23.1,15.3,33.7,50144,,,,
B0002,Female,CRC,05yrs,119871,73,48,37.3,61,97466,62,49,37.1,63.7,18913,,,,
B0004,Female,CRC,05yrs,172854,123,51.7,42.7,62.2,102198,72,42,32.5,54,65366,50,72,53,95.6
B0010,Female,CRC,05yrs,162132,72,35.9,27.8,45.7,87529,40,32.2,22.6,45,69449,31,42.8,28.8,61.2
B0011,Female,CRC,05yrs,187035,95,44,35.5,54.1,164281,85,43.9,34.9,54.5,15567,,,,
B0013,Female,CRC,05yrs,166592,68,41.7,32.2,53,110527,49,40.8,30.1,54.2,36621,,,,
B0016,Female,CRC,05yrs,130695,90,50.9,40.7,63.2,77207,54,48.4,36,64.1,50304,36,57.8,39.8,81.4
B0019,Female,CRC,05yrs,140315,71,34.4,26.6,44.1,83165,39,28.5,19.8,40.3,53591,31,46.9,31.5,67.5
B0024,Female,CRC,05yrs,194076,113,48.2,39.6,58.3,117046,61,39.9,30.3,51.8,64229,44,65.7,47.2,89
B0026,Female,CRC,05yrs,130963,61,35.4,26.8,46,82279,46,38.4,27.7,52.4,38395,,,,
B0030,Female,CRC,05yrs,169223,68,35.8,27.6,45.6,69134,35,38.4,26.2,54.7,91908,30,34.3,22.7,49.6
B0032,Female,CRC,05yrs,144219,66,39.1,30.1,50.1,75894,34,36.3,24.8,51.4,64397,32,46.7,31.6,66.6
B0034,Female,CRC,05yrs,242868,160,58.2,49.3,68.2,183605,111,52.2,42.7,63.3,53714,49,92.4,67.9,122.7
B0035,Female,CRC,05yrs,189192,86,40.2,32,50,117949,69,45.7,35.2,58.5,63568,16,28.2,15.9,46
B0038,Female,CRC,05yrs,152031,99,56,45.3,68.5,120928,77,52.1,40.8,65.6,22966,21,99.9,61.2,153.7
B0043,Female,CRC,05yrs,188984,109,50.7,41.5,61.4,113497,62,41.4,31.5,53.6,63124,47,83.3,60.7,111.3
B0044,Female,CRC,05yrs,177608,96,41.4,33.4,50.9,115869,66,39.3,30.2,50.7,56803,30,49.9,33.3,71.8
B0047,Female,CRC,05yrs,173410,109,50.1,40.8,60.9,103315,73,50.2,38.8,64.2,66035,34,50.1,34.4,70.5
B0049,Female,CRC,05yrs,160768,58,34.1,25.6,44.6,90482,35,30.3,20.7,43.1,64367,23,44.2,27.5,67
B0051,Female,CRC,05yrs,224381,114,42.2,34.7,51,178230,95,42.7,34.4,52.5,35776,17,44.3,25.6,71.6
B0058,Female,CRC,05yrs,247615,96,33.3,26.9,40.8,194098,84,34.2,27.2,42.7,35693,,,,
B0059,Female,CRC,05yrs,134645,68,43.7,33.8,55.8,87054,40,36.3,25.8,50.1,42677,26,61.3,39.5,90.6
B0066,Female,CRC,05yrs,217267,152,58.2,49.2,68.6,119686,90,55.8,44.4,69.4,91928,61,64.4,49,83.1
B0067,Female,CRC,05yrs,267264,121,35.7,29.4,42.9,205631,98,34.8,28.1,42.8,49915,21,43.9,26.6,68.1
B0071,Female,CRC,05yrs,124948,45,39.8,28.9,53.3,90482,34,36.1,24.9,50.8,18581,,,,
B0072,Female,CRC,05yrs,133495,50,35.3,26,46.9,87954,30,29.4,19.7,42.6,36117,17,52.6,29.8,85.4
Statewide,Male,CRC,05yrs,11309562,6286,54.8,53.4,56.3,6857584,4162,52,50.4,53.6,3574132,1923,67,63.8,70.3
Nationwide,Male,CRC,05yrs,778146950,368127,45.4,45.2,45.5,494181971,274769,44.8,44.6,45,97683165,42800,55.5,54.9,56.1
A9001,Male,CRC,05yrs,136012,62,45.1,34.2,58.3,112465,54,44.6,33.2,58.7,15420,,,,
A9002,Male,CRC,05yrs,149292,55,36.1,26.7,47.6,69076,40,41.3,28.9,57.8,32288,,,,
A9003,Male,CRC,05yrs,146448,97,58.6,47.1,72.2,57147,47,57.7,41.9,78.2,68587,43,63.5,45.3,86.8
A9004,Male,CRC,05yrs,153319,81,49.9,39.4,62.3,70522,42,42.9,30.7,59,74951,38,72.3,49.8,100.7
A9005,Male,CRC,05yrs,143308,79,65.4,50.4,83.4,11649,,,,,111572,65,68.8,51.1,90.3
A9006,Male,CRC,05yrs,144361,69,55.8,42.6,71.6,88336,48,54.9,39.7,73.8,46223,20,62.1,35.6,99.3
A9007,Male,CRC,05yrs,153380,77,54.1,42.3,68.3,86880,35,48.9,33.4,68.9,53212,36,58.2,40.3,81.6
A9008,Male,CRC,05yrs,165746,107,61.9,50.3,75.5,129337,92,63.3,50.5,78.4,26663,,,,
A9009,Male,CRC,05yrs,147096,62,46.4,35.1,60.1,93350,47,44.5,32.3,59.9,45780,,,,
A9010,Male,CRC,05yrs,150288,73,43.6,34,55.1,98273,48,36.9,26.9,49.7,40669,24,70.8,44.8,105.8
A9011,Male,CRC,05yrs,151695,97,65.6,52.3,81,122324,85,64.7,50.9,81.2,17088,,,,
A9013,Male,CRC,05yrs,150440,73,54.3,42.4,68.5,105746,58,55.1,41.7,71.4,28537,,,,
A9014,Male,CRC,05yrs,139242,74,64,49.1,81.9,110455,65,63.1,47.5,82,16181,,,,
A9015,Male,CRC,05yrs,142051,70,50.2,38.7,63.9,49302,24,48.5,29.9,74.3,81468,38,47.4,33.2,65.6
A9016,Male,CRC,05yrs,187162,105,54.3,44.2,66,145371,95,55.9,45.1,68.6,34802,,,,
A9017,Male,CRC,05yrs,152883,98,57.4,46.2,70.5,69531,42,46.3,33,63.6,78534,56,75.9,56.2,100.2
A9018,Male,CRC,05yrs,140963,66,40.8,31.1,52.5,119425,54,37.1,27.4,49.2,11530,,,,
A9019,Male,CRC,05yrs,161613,74,52.6,40.7,66.9,64827,44,54.5,39.2,74.2,60602,23,70.7,41.5,110.5
A9020,Male,CRC,05yrs,150634,85,57.6,45.6,71.7,35435,25,48.2,30,74.5,109113,60,62.3,46.8,81.4
A9021,Male,CRC,05yrs,148115,94,53.7,43.1,66.2,99628,83,58.5,46,73.6,17109,,,,
A9022,Male,CRC,05yrs,156627,85,60.3,47.7,75,63244,42,60,42.8,82,89683,43,64,45.4,87.2
A9023,Male,CRC,05yrs,155950,83,50.8,39.8,63.8,54101,22,38.7,22.6,63.1,87862,54,57.5,42.4,76.3
A9024,Male,CRC,05yrs,158065,60,42.5,31.6,55.8,61141,22,35.7,21.8,56.5,80027,35,48.7,32.2,70.6
A9025,Male,CRC,05yrs,140731,79,67,52.6,84,89504,49,52.7,38.6,70.3,40988,29,138.5,87.1,206
A9026,Male,CRC,05yrs,149206,73,45.6,35.5,57.8,83201,46,42,30.3,57.2,55084,26,60.6,38.3,90.5
A9027,Male,CRC,05yrs,138245,88,66.4,52.6,82.8,99230,73,69.6,53.8,88.6,22476,,,,
A9028,Male,CRC,05yrs,149655,75,38.2,29.9,48.3,108323,66,39.9,30.6,51.6,13869,,,,
A9029,Male,CRC,05yrs,153192,59,41.5,31.1,54.2,137050,54,41.1,30.4,54.4,8168,,,,
A9030,Male,CRC,05yrs,152020,85,55,43.7,68.4,78151,63,54.9,41.8,71.5,56300,20,68.4,37.5,113.4
A9031,Male,CRC,05yrs,138888,53,46.9,33.8,63.2,112498,46,47.7,33.4,65.7,15605,,,,
A9033,Male,CRC,05yrs,177583,90,51,40.3,63.5,158098,85,51.6,40.6,64.7,12126,,,,
A9034,Male,CRC,05yrs,151126,87,53.1,42.2,66,89232,57,50.3,37.7,66.2,55056,28,58.9,38.3,86.4
A9035,Male,CRC,05yrs,157260,109,65.4,53.4,79.3,78885,47,49.5,36,66.6,72115,61,89.4,67.7,115.8
A9036,Male,CRC,05yrs,158291,91,58.9,47.1,72.6,112755,76,59.6,46.6,75.2,34709,,,,
A9037,Male,CRC,05yrs,145738,99,54.3,43.9,66.6,107821,78,53.1,41.7,67,21497,,,,
A9038,Male,CRC,05yrs,154358,80,53.7,42.2,67.2,107600,55,48.3,36.1,63.4,34600,24,92.3,57.3,140
A9039,Male,CRC,05yrs,158802,90,50.9,40.6,63.1,114956,72,50.9,39.5,64.8,29899,,,,
A9040,Male,CRC,05yrs,140592,95,68.3,54.9,83.9,92447,73,67.9,52.8,86,30070,17,79,43.9,130.3
A9041,Male,CRC,05yrs,152337,49,33.6,24.4,45,98757,32,30,20.1,43.1,37451,,,,
A9042,Male,CRC,05yrs,155089,90,64.4,50.3,81.1,73969,47,57.6,41.2,78.4,53388,30,77.9,44,125.5
A9043,Male,CRC,05yrs,149719,84,59.9,47.4,74.8,70812,37,45.7,31.9,63.9,70973,45,79.7,56.3,109.2
A9044,Male,CRC,05yrs,185740,97,56,45,68.7,77833,52,56.4,41.7,74.7,101258,44,60.3,42.5,82.7
A9045,Male,CRC,05yrs,148130,71,45.6,35.2,58.1,34888,22,41.1,25.1,65.5,100298,45,54.9,38.3,75.8
A9046,Male,CRC,05yrs,144567,71,55.5,42.7,70.9,15092,,,,,122435,59,63.2,45.7,84.7
A9048,Male,CRC,05yrs,160083,52,56.1,41.2,74.2,72770,23,77.9,48.5,117.6,71354,27,48.9,31.2,72.7
A9049,Male,CRC,05yrs,151551,42,31.9,22.4,44,94098,36,35,24,49.5,42273,,,,
B0002,Male,CRC,05yrs,140711,81,54.4,43,68,101037,62,49.6,37.8,64.2,31297,16,70.5,38.1,118.7
B0004,Male,CRC,05yrs,169642,114,56.2,46.1,67.9,99991,83,56.9,44.8,71.6,63696,30,60.9,40,88.1
B0010,Male,CRC,05yrs,148593,97,58.3,47,71.6,83813,60,54.2,41,70.7,59945,37,66.2,46.1,92.2
B0011,Male,CRC,05yrs,178679,96,49.9,40.1,61.5,156755,92,52.6,42,65.1,14522,,,,
B0013,Male,CRC,05yrs,165691,71,50.8,39.1,64.7,110867,53,48.8,36,64.6,33426,,,,
B0016,Male,CRC,05yrs,158150,105,54.8,44.4,67.1,84327,59,50.1,37.7,65.8,70323,45,63.1,44.9,86.4
B0019,Male,CRC,05yrs,145964,98,56.8,46,69.6,84231,60,48.8,37.1,63.5,57833,36,76.3,52.6,106.7
B0024,Male,CRC,05yrs,188411,126,62.3,51.5,74.6,112990,79,57.8,45.5,72.6,58205,40,70.7,49.3,98.1
B0026,Male,CRC,05yrs,125099,86,57.3,45.5,71.4,80640,56,50.5,37.7,66.6,34258,28,88.2,57.3,129.5
B0030,Male,CRC,05yrs,159831,114,66.3,54.3,80.4,68552,50,57.1,42,76.2,82641,60,77.6,57.5,102.3
B0032,Male,CRC,05yrs,145272,102,68.2,55.1,83.6,75811,52,57.1,42.3,75.7,64119,48,87.3,61.7,119.4
B0034,Male,CRC,05yrs,236783,172,68.1,58,79.5,175767,137,67,55.9,79.7,52126,35,83.3,57.2,117
B0035,Male,CRC,05yrs,183281,98,53.7,43.1,66,116529,67,51.8,39.6,66.5,57607,31,65.7,43.2,95.3
B0038,Male,CRC,05yrs,143520,75,49.3,38.6,62.2,113861,66,51.1,39.3,65.4,21114,,,,
B0043,Male,CRC,05yrs,180705,117,64.1,52.6,77.3,109845,74,55.2,43.1,69.9,56974,39,98.3,67,138
B0044,Male,CRC,05yrs,182817,136,70.1,58.5,83.4,114214,97,67.8,54.6,83.5,63407,37,83.7,56.9,117.8
B0047,Male,CRC,05yrs,167006,107,57.2,46.6,69.6,99722,72,54.6,42.4,69.6,63183,34,65.2,44.2,92.4
B0049,Male,CRC,05yrs,156523,78,52.7,41.5,66.1,91716,59,56.4,42.8,73.3,57650,19,46.9,27.7,73.7
B0051,Male,CRC,05yrs,242347,145,56.8,47.8,67.1,184542,111,53.3,43.7,64.4,47205,30,82.2,54.5,118.4
B0058,Male,CRC,05yrs,239755,129,51.8,43,61.9,186137,109,52.1,42.5,63.2,31910,18,69.9,40.4,112.7
B0059,Male,CRC,05yrs,130985,102,76.4,61.6,93.7,86442,68,70.1,53.7,90,39277,33,102.4,68.9,146
B0066,Male,CRC,05yrs,200796,158,74.5,63,87.5,112806,95,70.2,56.4,86.4,82476,62,87.9,66.3,114
B0067,Male,CRC,05yrs,254275,126,45,37.2,54,195946,94,41.4,33.2,51.1,46797,30,70.1,45.7,102.6
B0071,Male,CRC,05yrs,137432,59,56,42.3,72.4,98723,49,57,41.9,75.6,20704,,,,
B0072,Male,CRC,05yrs,129701,55,43.1,31.9,56.9,86783,36,38.4,26.5,54.1,33543,19,73,41.1,118.5
Statewide,Both,Kidney,05yrs,23126262,5485,21.6,21.1,22.2,13930420,3899,22.6,21.9,23.4,7523094,1429,21,19.9,22.2
Nationwide,Both,Kidney,05yrs,1581534421,295169,16.5,16.4,16.5,1003578378,220221,16.7,16.6,16.7,204332467,34979,18.5,18.3,18.7
A9001,Both,Kidney,05yrs,279097,78,25.2,19.8,31.6,229973,66,24.3,18.7,31.2,32542,,,,
A9002,Both,Kidney,05yrs,305865,63,18.9,14.4,24.4,143779,45,22.7,16.2,31.1,70310,,,,
A9003,Both,Kidney,05yrs,309981,81,23.5,18.5,29.4,118975,40,23.7,16.7,33,151775,36,26.5,18.2,37.1
A9004,Both,Kidney,05yrs,324503,69,18.9,14.6,24,149027,43,19.7,14.1,27.2,160079,26,17.3,11.1,25.7
A9005,Both,Kidney,05yrs,309704,72,26.2,20.1,33.5,24606,,,,,247361,60,28.2,20.9,37
A9006,Both,Kidney,05yrs,294638,72,23,17.9,29.2,178009,42,19.7,14.1,26.8,98218,27,31.5,20.1,46.7
A9007,Both,Kidney,05yrs,323260,55,16.5,12.3,21.7,177729,21,10.9,6.5,17.2,118633,29,21.6,14.2,31.6
A9008,Both,Kidney,05yrs,336621,90,23.3,18.6,28.8,264274,73,23.2,18.1,29.4,53735,,,,
A9009,Both,Kidney,05yrs,309048,76,25.1,19.6,31.6,195325,58,26.6,19.9,34.9,98494,18,24.4,13.9,39.5
A9010,Both,Kidney,05yrs,316394,59,15.6,11.8,20.4,207391,46,17.3,12.4,23.6,86956,,,,
A9011,Both,Kidney,05yrs,310119,71,19.8,15.3,25.3,251341,61,19.6,14.9,25.6,35220,,,,
A9013,Both,Kidney,05yrs,300620,59,19.3,14.7,25,210982,46,19.7,14.4,26.5,58714,,,,
A9014,Both,Kidney,05yrs,283144,62,27,20.4,34.9,226151,54,26.8,19.9,35.3,33938,,,,
A9015,Both,Kidney,05yrs,307158,58,16.3,12.3,21.3,99120,22,19.6,12,30.5,185556,34,15.3,10.5,21.7
A9016,Both,Kidney,05yrs,395658,77,17.2,13.5,21.6,303792,71,18.6,14.4,23.6,77730,,,,
A9017,Both,Kidney,05yrs,314711,82,22.2,17.5,27.7,138925,47,24.2,17.6,32.7,166179,35,21,14.4,29.5
A9018,Both,Kidney,05yrs,291492,79,22.6,17.8,28.4,247071,73,23.5,18.3,29.9,23593,,,,
A9019,Both,Kidney,05yrs,329689,79,23.1,18.1,29,132461,44,25.5,18.2,34.9,128217,23,19,11.5,29.8
A9020,Both,Kidney,05yrs,329288,64,18.7,14.3,24,73493,21,16.2,9.9,26.2,243898,43,21,14.9,28.6
A9021,Both,Kidney,05yrs,303290,108,27.9,22.7,33.9,207160,94,29.7,23.7,37.1,35926,,,,
A9022,Both,Kidney,05yrs,321131,88,25.5,20.3,31.6,127324,46,28.1,20.4,38,186212,42,23.5,16.8,32
A9023,Both,Kidney,05yrs,317386,61,16.5,12.6,21.5,102472,21,18.1,11,28.9,189096,39,17.1,12,23.7
A9024,Both,Kidney,05yrs,306827,49,17,12.4,22.7,114148,,,,,163104,31,20.9,13.9,30.2
A9025,Both,Kidney,05yrs,291306,50,18.2,13.4,24.1,182928,38,18.2,12.8,25.3,88238,,,,
A9026,Both,Kidney,05yrs,314519,59,16.9,12.7,22,172173,40,17.1,12,24,121567,16,14.4,8,23.7
A9027,Both,Kidney,05yrs,276946,62,21.7,16.5,28.1,198085,51,23.2,17.1,30.9,46476,,,,
A9028,Both,Kidney,05yrs,307245,81,19.9,15.7,25.1,225182,76,22.2,17.1,28.4,30191,,,,
A9029,Both,Kidney,05yrs,313429,57,18.2,13.7,23.8,280645,56,19.3,14.4,25.2,17595,,,,
A9030,Both,Kidney,05yrs,317532,75,21.3,16.7,26.9,161120,50,21,15.1,28.6,123013,24,24.9,15.5,38.4
A9031,Both,Kidney,05yrs,279051,57,22.8,17,29.9,226152,49,23.4,17,31.3,32895,,,,
A9033,Both,Kidney,05yrs,356316,95,25.2,20.3,31,318123,82,23.8,18.8,29.8,23840,,,,
A9034,Both,Kidney,05yrs,313318,78,21.6,17,27.2,182547,56,23,17.1,30.3,117246,21,19.3,11.7,29.9
A9035,Both,Kidney,05yrs,318445,84,23.6,18.7,29.4,159098,45,25,18.1,33.9,147172,39,24.4,17.3,33.7
A9036,Both,Kidney,05yrs,328808,69,18.8,14.6,23.9,232711,66,21.7,16.7,27.8,74448,,,,
A9037,Both,Kidney,05yrs,302294,91,23.2,18.4,28.8,223980,69,22.3,17.1,28.7,45682,,,,
A9038,Both,Kidney,05yrs,316397,60,17,12.9,21.9,217421,49,18.4,13.5,24.5,75005,,,,
A9039,Both,Kidney,05yrs,324432,95,26.2,21,32.2,234029,84,29.2,23,36.5,63086,,,,
A9040,Both,Kidney,05yrs,286766,67,21,16.2,26.8,190264,58,24,18.1,31.4,63049,,,,
A9041,Both,Kidney,05yrs,318297,69,20,15.4,25.6,203504,47,17.9,13,24.3,82991,19,33.1,18.8,53
A9042,Both,Kidney,05yrs,317095,85,26.1,20.5,32.6,150861,50,25.9,18.9,34.7,113417,23,25.2,14.6,40.1
A9043,Both,Kidney,05yrs,305510,75,23.9,18.7,30.2,141494,38,21.6,15.2,30.1,149182,36,28.5,19.7,39.8
A9044,Both,Kidney,05yrs,383187,64,16.7,12.7,21.4,157683,35,17.1,11.8,24.2,213518,28,18.1,11.9,26.3
A9045,Both,Kidney,05yrs,319353,60,17.5,13.2,22.7,72444,20,17.2,10.3,28.1,221975,37,18.7,12.8,26.2
A9046,Both,Kidney,05yrs,312628,67,21.8,16.7,27.9,31567,,,,,268319,59,23.8,17.7,31.2
A9048,Both,Kidney,05yrs,322771,34,15.4,10.6,21.7,142080,,,,,152043,24,16.2,10.2,24.4
A9049,Both,Kidney,05yrs,316574,45,14,10.1,19,195249,38,14.1,9.8,19.9,92417,,,,
B0002,Both,Kidney,05yrs,260582,60,19.4,14.7,25.2,198503,55,21.6,16.1,28.4,50210,,,,
B0004,Both,Kidney,05yrs,342496,96,21.8,17.5,26.9,202189,66,22,16.7,28.6,129062,27,22.5,14.6,33.1
B0010,Both,Kidney,05yrs,310725,68,19.1,14.7,24.4,171342,47,22,15.9,29.8,129394,20,15.7,9.5,24.5
B0011,Both,Kidney,05yrs,365714,88,21,16.7,26,321035,82,21.7,17.2,27.1,30089,,,,
B0013,Both,Kidney,05yrs,332283,53,16.1,12,21.2,221394,37,14.8,10.3,20.6,70047,,,,
B0016,Both,Kidney,05yrs,288845,84,23.4,18.5,29.4,161534,59,26.2,19.5,34.6,120627,24,18.8,11.8,28.4
B0019,Both,Kidney,05yrs,286279,78,21.4,16.8,27,167396,53,21.2,15.6,28.4,111424,25,22.3,14.4,33.1
B0024,Both,Kidney,05yrs,382487,98,21.9,17.7,26.9,230036,68,22.8,17.6,29.2,122434,27,20.2,13.2,29.9
B0026,Both,Kidney,05yrs,256062,63,19.1,14.5,24.8,162919,47,19.9,14.4,27,72653,,,,
B0030,Both,Kidney,05yrs,329054,88,24.6,19.6,30.5,137686,54,29.4,21.7,39,174549,34,22.5,15.2,32
B0032,Both,Kidney,05yrs,289491,87,28.1,22.4,34.8,151705,52,29.2,21.6,38.8,128516,35,30.1,20.6,42.2
B0034,Both,Kidney,05yrs,479651,118,21.7,17.9,26.1,359372,97,22,17.8,27.1,105840,21,21.6,13.2,33.3
B0035,Both,Kidney,05yrs,372473,105,24.5,19.9,29.9,234477,82,26.7,21.1,33.5,121175,22,19.5,12,29.8
B0038,Both,Kidney,05yrs,295551,91,29.2,23.4,36,234789,82,30.8,24.3,38.4,44080,,,,
B0043,Both,Kidney,05yrs,369689,89,23.7,19,29.3,223342,64,24.4,18.6,31.4,120098,24,26.2,16.5,39.2
B0044,Both,Kidney,05yrs,360425,93,22.2,17.8,27.4,230083,71,23.6,18.2,30.1,120210,21,19.9,12.2,30.6
B0047,Both,Kidney,05yrs,340416,91,22.5,18,27.8,203037,68,24.4,18.7,31.4,129218,23,19.1,11.9,28.9
B0049,Both,Kidney,05yrs,317291,80,25.4,20,31.8,182198,61,28.5,21.6,37.1,122017,18,19.4,11.4,30.7
B0051,Both,Kidney,05yrs,466728,120,22.5,18.6,27,362772,100,22.7,18.4,27.7,82981,17,23.1,13.3,37.1
B0058,Both,Kidney,05yrs,487370,134,24.5,20.4,29.1,380235,115,25,20.6,30.2,67603,,,,
B0059,Both,Kidney,05yrs,265630,76,25.4,19.9,32,173496,59,27.7,20.9,36.1,81954,16,21.2,11.8,34.8
B0066,Both,Kidney,05yrs,418063,129,26.9,22.4,32.1,232492,88,29.2,23.2,36.4,174404,39,23.2,16.3,31.9
B0067,Both,Kidney,05yrs,521539,142,23.3,19.5,27.6,401577,121,24.6,20.3,29.7,96712,19,20,11.8,31.8
B0071,Both,Kidney,05yrs,262380,64,28.5,21.8,36.5,189205,52,28.8,21.4,37.9,39285,,,,
B0072,Both,Kidney,05yrs,263196,52,18.6,13.8,24.6,174737,42,21.4,15.3,29.3,69660,,,,
Statewide,Female,Kidney,05yrs,11816700,2120,15.6,14.9,16.3,7072836,1466,16.2,15.4,17.1,3948962,590,15.4,14.1,16.7
Nationwide,Female,Kidney,05yrs,803387471,109320,11.5,11.4,11.6,509396407,79815,11.5,11.4,11.6,106649302,13771,13.2,12.9,13.4
A9001,Female,Kidney,05yrs,143085,27,16.4,10.7,24.2,117508,25,17.1,10.9,25.7,17122,,,,
A9002,Female,Kidney,05yrs,156573,20,11.5,6.9,18.2,74703,16,17,9.1,29.3,38022,,,,
A9003,Female,Kidney,05yrs,163534,36,18.5,12.8,26,61827,18,21.1,11.9,35.1,83188,16,19.5,10.8,32.2
A9004,Female,Kidney,05yrs,171184,30,14.9,9.9,21.5,78505,20,16.5,9.9,26.5,85128,,,,
A9005,Female,Kidney,05yrs,166396,26,16.1,10.3,24.1,12957,,,,,135789,22,16.7,10.1,26.1
A9006,Female,Kidney,05yrs,150277,35,21.2,14.7,29.7,89673,,,,,51995,19,39.1,22.8,62.3
A9007,Female,Kidney,05yrs,169880,20,10.8,6.5,17.1,90849,,,,,65421,,,,
A9008,Female,Kidney,05yrs,170875,32,16.5,11.2,23.5,134937,28,17.9,11.7,26.2,27072,,,,
A9009,Female,Kidney,05yrs,161952,31,18.2,12.2,26.2,101974,21,18,10.8,28.3,52714,,,,
A9010,Female,Kidney,05yrs,166106,19,9,5.2,14.6,109118,16,11,5.8,19,46287,,,,
A9011,Female,Kidney,05yrs,158425,26,13.8,8.9,20.6,129017,24,14.2,9,21.6,18132,,,,
A9013,Female,Kidney,05yrs,150180,19,11.7,7,18.5,105236,,,,,30177,,,,
A9014,Female,Kidney,05yrs,143902,22,16.8,10.3,25.8,115696,19,16.9,9.9,26.7,17756,,,,
A9015,Female,Kidney,05yrs,165107,26,12.9,8.3,19.3,49818,,,,,104088,18,13.8,8,22.4
A9016,Female,Kidney,05yrs,208496,31,12.7,8.5,18.2,158421,31,14.9,10,21.7,42928,,,,
A9017,Female,Kidney,05yrs,161828,32,17.3,11.6,24.7,69394,19,20.5,12,33.1,87644,,,,
A9018,Female,Kidney,05yrs,150529,25,13.5,8.6,20.2,127646,23,13.7,8.6,21.1,12063,,,,
