"Zone","Counties","Cities","URL","Sex","Cancer","PopTot","AAIR","LCI","UCI","White_PopTot","White_AAIR","White_LCI","White_UCI","Black_PopTot","Black_AAIR","Black_LCI","Black_UCI","Hispanic_PopTot","Hispanic_AAIR","Hispanic_LCI","Hispanic_UCI","Asian_PopTot","Asian_AAIR","Asian_LCI","Asian_UCI","QNSES","PopAll","PerRural","PerUninsured","PerForeignBorn","PerWhite","PerBlack","PerAsian","PerHispanic","PerAsian"
"B0392","Shasta, Trinity","Redding, Junction City, Mad River, Lakehead, Burney, Hayfork, Lewiston, Shasta, Douglas City, Palo Cedro, Bella Vista, Burnt Ranch, Hat Creek, Trinity Village, Coffee Creek, Shingletown, Ruth, Weaverville, Montgomery Creek, Trinity Center, French Gulch, Millville, Keswick, Hyampom, Big Bend","https://www.example.com?address=B0392","Female","Lymph",169015,14.9,10.4,21.7,144240,15.5,10.7,23.3,"","","","",11785,"","","","","","","",2,68509,88.9,17.1,4.2,84.7,0.6,1.7,6.9,1.7
"B0392","Shasta, Trinity","Redding, Junction City, Mad River, Lakehead, Burney, Hayfork, Lewiston, Shasta, Douglas City, Palo Cedro, Bella Vista, Burnt Ranch, Hat Creek, Trinity Village, Coffee Creek, Shingletown, Ruth, Weaverville, Montgomery Creek, Trinity Center, French Gulch, Millville, Keswick, Hyampom, Big Bend","https://www.example.com?address=B0392","Male","Urinary",173530,20.5,14.9,28.4,147590,21.9,15.8,30.6,"","","","",12455,"","","","","","","",2,68509,88.9,17.1,4.2,84.7,0.6,1.7,6.9,1.7
"B0392","Shasta, Trinity","Redding, Junction City, Mad River, Lakehead, Burney, Hayfork, Lewiston, Shasta, Douglas City, Palo Cedro, Bella Vista, Burnt Ranch, Hat Creek, Trinity Village, Coffee Creek, Shingletown, Ruth, Weaverville, Montgomery Creek, Trinity Center, French Gulch, Millville, Keswick, Hyampom, Big Bend","https://www.example.com?address=B0392","Female","Urinary",169015,"","","",144240,"","","","","","","",11785,"","","","","","","",2,68509,88.9,17.1,4.2,84.7,0.6,1.7,6.9,1.7
"B0392","Shasta, Trinity","Redding, Junction City, Mad River, Lakehead, Burney, Hayfork, Lewiston, Shasta, Douglas City, Palo Cedro, Bella Vista, Burnt Ranch, Hat Creek, Trinity Village, Coffee Creek, Shingletown, Ruth, Weaverville, Montgomery Creek, Trinity Center, French Gulch, Millville, Keswick, Hyampom, Big Bend","https://www.example.com?address=B0392","Male","Kidney",173530,15.7,10.9,22.8,147590,15.5,10.4,23.5,"","","","",12455,"","","","","","","",2,68509,88.9,17.1,4.2,84.7,0.6,1.7,6.9,1.7
"B0392","Shasta, Trinity","Redding, Junction City, Mad River, Lakehead, Burney, Hayfork, Lewiston, Shasta, Douglas City, Palo Cedro, Bella Vista, Burnt Ranch, Hat Creek, Trinity Village, Coffee Creek, Shingletown, Ruth, Weaverville, Montgomery Creek, Trinity Center, French Gulch, Millville, Keswick, Hyampom, Big Bend","https://www.example.com?address=B0392","Female","Kidney",169015,7.4,4.4,12.9,144240,6.8,3.7,13.2,"","","","",11785,"","","","","","","",2,68509,88.9,17.1,4.2,84.7,0.6,1.7,6.9,1.7
"B0392","Shasta, Trinity","Redding, Junction City, Mad River, Lakehead, Burney, Hayfork, Lewiston, Shasta, Douglas City, Palo Cedro, Bella Vista, Burnt Ranch, Hat Creek, Trinity Village, Coffee Creek, Shingletown, Ruth, Weaverville, Montgomery Creek, Trinity Center, French Gulch, Millville, Keswick, Hyampom, Big Bend","https://www.example.com?address=B0392","Male","Thyroid",173530,"","","",147590,"","","","","","","",12455,"","","","","","","",2,68509,88.9,17.1,4.2,84.7,0.6,1.7,6.9,1.7
"B0392","Shasta, Trinity","Redding, Junction City, Mad River, Lakehead, Burney, Hayfork, Lewiston, Shasta, Douglas City, Palo Cedro, Bella Vista, Burnt Ranch, Hat Creek, Trinity Village, Coffee Creek, Shingletown, Ruth, Weaverville, Montgomery Creek, Trinity Center, French Gulch, Millville, Keswick, Hyampom, Big Bend","https://www.example.com?address=B0392","Female","Thyroid",169015,17.6,11.3,26.8,144240,19.1,11.8,29.8,"","","","",11785,"","","","","","","",2,68509,88.9,17.1,4.2,84.7,0.6,1.7,6.9,1.7
"B0392","Shasta, Trinity","Redding, Junction City, Mad River, Lakehead, Burney, Hayfork, Lewiston, Shasta, Douglas City, Palo Cedro, Bella Vista, Burnt Ranch, Hat Creek, Trinity Village, Coffee Creek, Shingletown, Ruth, Weaverville, Montgomery Creek, Trinity Center, French Gulch, Millville, Keswick, Hyampom, Big Bend","https://www.example.com?address=B0392","Male","Liver",173530,9.4,6.1,15.0,147590,9.2,5.8,15.4,"","","","",12455,"","","","","","","",2,68509,88.9,17.1,4.2,84.7,0.6,1.7,6.9,1.7
"B0392","Shasta, Trinity","Redding, Junction City, Mad River, Lakehead, Burney, Hayfork, Lewiston, Shasta, Douglas City, Palo Cedro, Bella Vista, Burnt Ranch, Hat Creek, Trinity Village, Coffee Creek, Shingletown, Ruth, Weaverville, Montgomery Creek, Trinity Center, French Gulch, Millville, Keswick, Hyampom, Big Bend","https://www.example.com?address=B0392","Female","Liver",169015,"","","",144240,"","","","","","","",11785,"","","","","","","",2,68509,88.9,17.1,4.2,84.7,0.6,1.7,6.9,1.7
"B0392","Shasta, Trinity","Redding, Junction City, Mad River, Lakehead, Burney, Hayfork, Lewiston, Shasta, Douglas City, Palo Cedro, Bella Vista, Burnt Ranch, Hat Creek, Trinity Village, Coffee Creek, Shingletown, Ruth, Weaverville, Montgomery Creek, Trinity Center, French Gulch, Millville, Keswick, Hyampom, Big Bend","https://www.example.com?address=B0392","Male","Pancreas",173530,18.3,13.1,25.7,147590,17.6,12.2,25.6,"","","","",12455,"","","","","","","",2,68509,88.9,17.1,4.2,84.7,0.6,1.7,6.9,1.7
"B0392","Shasta, Trinity","Redding, Junction City, Mad River, Lakehead, Burney, Hayfork, Lewiston, Shasta, Douglas City, Palo Cedro, Bella Vista, Burnt Ranch, Hat Creek, Trinity Village, Coffee Creek, Shingletown, Ruth, Weaverville, Montgomery Creek, Trinity Center, French Gulch, Millville, Keswick, Hyampom, Big Bend","https://www.example.com?address=B0392","Female","Pancreas",169015,6.7,3.9,12.0,144240,6.8,3.9,12.9,"","","","",11785,"","","","","","","",2,68509,88.9,17.1,4.2,84.7,0.6,1.7,6.9,1.7
"B0392","Shasta, Trinity","Redding, Junction City, Mad River, Lakehead, Burney, Hayfork, Lewiston, Shasta, Douglas City, Palo Cedro, Bella Vista, Burnt Ranch, Hat Creek, Trinity Village, Coffee Creek, Shingletown, Ruth, Weaverville, Montgomery Creek, Trinity Center, French Gulch, Millville, Keswick, Hyampom, Big Bend","https://www.example.com?address=B0392","Both","AllSite",342545,466.6,446.7,487.6,291830,474.4,453.0,497.1,"","","","",24240,402.0,311.3,514.7,"","","","",2,68509,88.9,17.1,4.2,84.7,0.6,1.7,6.9,1.7
"B0392","Shasta, Trinity","Redding, Junction City, Mad River, Lakehead, Burney, Hayfork, Lewiston, Shasta, Douglas City, Palo Cedro, Bella Vista, Burnt Ranch, Hat Creek, Trinity Village, Coffee Creek, Shingletown, Ruth, Weaverville, Montgomery Creek, Trinity Center, French Gulch, Millville, Keswick, Hyampom, Big Bend","https://www.example.com?address=B0392","Both","Lung",342545,60.8,53.9,68.6,291830,62.8,55.6,71.3,"","","","",24240,"","","","","","","",2,68509,88.9,17.1,4.2,84.7,0.6,1.7,6.9,1.7
"B0392","Shasta, Trinity","Redding, Junction City, Mad River, Lakehead, Burney, Hayfork, Lewiston, Shasta, Douglas City, Palo Cedro, Bella Vista, Burnt Ranch, Hat Creek, Trinity Village, Coffee Creek, Shingletown, Ruth, Weaverville, Montgomery Creek, Trinity Center, French Gulch, Millville, Keswick, Hyampom, Big Bend","https://www.example.com?address=B0392","Both","CRC",342545,38.4,33.0,44.9,291830,37.9,32.2,44.8,"","","","",24240,"","","","","","","",2,68509,88.9,17.1,4.2,84.7,0.6,1.7,6.9,1.7
"B0392","Shasta, Trinity","Redding, Junction City, Mad River, Lakehead, Burney, Hayfork, Lewiston, Shasta, Douglas City, Palo Cedro, Bella Vista, Burnt Ranch, Hat Creek, Trinity Village, Coffee Creek, Shingletown, Ruth, Weaverville, Montgomery Creek, Trinity Center, French Gulch, Millville, Keswick, Hyampom, Big Bend","https://www.example.com?address=B0392","Both","Mela",342545,40.8,35.0,47.6,291830,42.6,36.3,50.3,"","","","",24240,"","","","","","","",2,68509,88.9,17.1,4.2,84.7,0.6,1.7,6.9,1.7
"B0392","Shasta, Trinity","Redding, Junction City, Mad River, Lakehead, Burney, Hayfork, Lewiston, Shasta, Douglas City, Palo Cedro, Bella Vista, Burnt Ranch, Hat Creek, Trinity Village, Coffee Creek, Shingletown, Ruth, Weaverville, Montgomery Creek, Trinity Center, French Gulch, Millville, Keswick, Hyampom, Big Bend","https://www.example.com?address=B0392","Both","Lymph",342545,17.2,13.6,21.9,291830,17.3,13.5,22.5,"","","","",24240,"","","","","","","",2,68509,88.9,17.1,4.2,84.7,0.6,1.7,6.9,1.7
"B0392","Shasta, Trinity","Redding, Junction City, Mad River, Lakehead, Burney, Hayfork, Lewiston, Shasta, Douglas City, Palo Cedro, Bella Vista, Burnt Ranch, Hat Creek, Trinity Village, Coffee Creek, Shingletown, Ruth, Weaverville, Montgomery Creek, Trinity Center, French Gulch, Millville, Keswick, Hyampom, Big Bend","https://www.example.com?address=B0392","Both","Urinary",342545,12.1,9.1,16.2,291830,12.8,9.6,17.4,"","","","",24240,"","","","","","","",2,68509,88.9,17.1,4.2,84.7,0.6,1.7,6.9,1.7
"B0392","Shasta, Trinity","Redding, Junction City, Mad River, Lakehead, Burney, Hayfork, Lewiston, Shasta, Douglas City, Palo Cedro, Bella Vista, Burnt Ranch, Hat Creek, Trinity Village, Coffee Creek, Shingletown, Ruth, Weaverville, Montgomery Creek, Trinity Center, French Gulch, Millville, Keswick, Hyampom, Big Bend","https://www.example.com?address=B0392","Both","Kidney",342545,11.5,8.6,15.5,291830,11.2,8.1,15.6,"","","","",24240,"","","","","","","",2,68509,88.9,17.1,4.2,84.7,0.6,1.7,6.9,1.7
"B0392","Shasta, Trinity","Redding, Junction City, Mad River, Lakehead, Burney, Hayfork, Lewiston, Shasta, Douglas City, Palo Cedro, Bella Vista, Burnt Ranch, Hat Creek, Trinity Village, Coffee Creek, Shingletown, Ruth, Weaverville, Montgomery Creek, Trinity Center, French Gulch, Millville, Keswick, Hyampom, Big Bend","https://www.example.com?address=B0392","Both","Thyroid",342545,11.7,8.0,16.7,291830,12.8,8.6,18.6,"","","","",24240,"","","","","","","",2,68509,88.9,17.1,4.2,84.7,0.6,1.7,6.9,1.7
"B0392","Shasta, Trinity","Redding, Junction City, Mad River, Lakehead, Burney, Hayfork, Lewiston, Shasta, Douglas City, Palo Cedro, Bella Vista, Burnt Ranch, Hat Creek, Trinity Village, Coffee Creek, Shingletown, Ruth, Weaverville, Montgomery Creek, Trinity Center, French Gulch, Millville, Keswick, Hyampom, Big Bend","https://www.example.com?address=B0392","Both","Liver",342545,6.6,4.6,9.8,291830,5.6,3.7,8.9,"","","","",24240,"","","","","","","",2,68509,88.9,17.1,4.2,84.7,0.6,1.7,6.9,1.7
"B0392","Shasta, Trinity","Redding, Junction City, Mad River, Lakehead, Burney, Hayfork, Lewiston, Shasta, Douglas City, Palo Cedro, Bella Vista, Burnt Ranch, Hat Creek, Trinity Village, Coffee Creek, Shingletown, Ruth, Weaverville, Montgomery Creek, Trinity Center, French Gulch, Millville, Keswick, Hyampom, Big Bend","https://www.example.com?address=B0392","Both","Pancreas",342545,12.3,9.4,16.4,291830,12.0,8.9,16.4,"","","","",24240,"","","","","","","",2,68509,88.9,17.1,4.2,84.7,0.6,1.7,6.9,1.7
