"Zone","Counties","Cities","URL","Sex","Cancer","PopTot","AAIR","LCI","UCI","White_PopTot","White_AAIR","White_LCI","White_UCI","Black_PopTot","Black_AAIR","Black_LCI","Black_UCI","Hispanic_PopTot","Hispanic_AAIR","Hispanic_LCI","Hispanic_UCI","Asian_PopTot","Asian_AAIR","Asian_LCI","Asian_UCI","QNSES","PopAll","PerRural","PerUninsured","PerForeignBorn","PerWhite","PerBlack","PerAsian","PerHispanic","PerAsian"
"B0031","Tehama, Glenn","Mineral, Red Bluff, Lake California, Manton, Flournoy, Paynes Creek, Bend, Rancho Tehama Reserve, Corning","https://www.example.com?address=B0031","Female","Uterine",228920,27.6,22.0,34.7,155410,26.0,20.0,34.1,"","","","",58710,"","","","","","","",2,91585,50.1,18.6,11.1,67.0,0.6,1.6,26.7,1.6
"B0031","Tehama, Glenn","Mineral, Red Bluff, Lake California, Manton, Flournoy, Paynes Creek, Bend, Rancho Tehama Reserve, Corning","https://www.example.com?address=B0031","Male","Lymph",229005,26.0,20.1,33.4,151190,27.3,20.6,36.2,"","","","",63515,"","","","","","","",2,91585,50.1,18.6,11.1,67.0,0.6,1.6,26.7,1.6
"B0031","Tehama, Glenn","Mineral, Red Bluff, Lake California, Manton, Flournoy, Paynes Creek, Bend, Rancho Tehama Reserve, Corning","https://www.example.com?address=B0031","Female","Lymph",228920,16.6,12.1,22.6,155410,16.3,11.4,23.5,"","","","",58710,"","","","","","","",2,91585,50.1,18.6,11.1,67.0,0.6,1.6,26.7,1.6
"B0031","Tehama, Glenn","Mineral, Red Bluff, Lake California, Manton, Flournoy, Paynes Creek, Bend, Rancho Tehama Reserve, Corning","https://www.example.com?address=B0031","Male","Urinary",229005,25.3,19.3,32.9,151190,26.0,19.6,34.7,"","","","",63515,"","","","","","","",2,91585,50.1,18.6,11.1,67.0,0.6,1.6,26.7,1.6
"B0031","Tehama, Glenn","Mineral, Red Bluff, Lake California, Manton, Flournoy, Paynes Creek, Bend, Rancho Tehama Reserve, Corning","https://www.example.com?address=B0031","Female","Urinary",228920,"","","",155410,"","","","","","","",58710,"","","","","","","",2,91585,50.1,18.6,11.1,67.0,0.6,1.6,26.7,1.6
"B0031","Tehama, Glenn","Mineral, Red Bluff, Lake California, Manton, Flournoy, Paynes Creek, Bend, Rancho Tehama Reserve, Corning","https://www.example.com?address=B0031","Male","Kidney",229005,26.0,20.1,33.4,151190,25.1,18.8,33.5,"","","","",63515,"","","","","","","",2,91585,50.1,18.6,11.1,67.0,0.6,1.6,26.7,1.6
"B0031","Tehama, Glenn","Mineral, Red Bluff, Lake California, Manton, Flournoy, Paynes Creek, Bend, Rancho Tehama Reserve, Corning","https://www.example.com?address=B0031","Female","Kidney",228920,14.7,10.2,20.8,155410,13.7,8.7,21.1,"","","","",58710,"","","","","","","",2,91585,50.1,18.6,11.1,67.0,0.6,1.6,26.7,1.6
"B0031","Tehama, Glenn","Mineral, Red Bluff, Lake California, Manton, Flournoy, Paynes Creek, Bend, Rancho Tehama Reserve, Corning","https://www.example.com?address=B0031","Male","Thyroid",229005,"","","",151190,"","","","","","","",63515,"","","","","","","",2,91585,50.1,18.6,11.1,67.0,0.6,1.6,26.7,1.6
"B0031","Tehama, Glenn","Mineral, Red Bluff, Lake California, Manton, Flournoy, Paynes Creek, Bend, Rancho Tehama Reserve, Corning","https://www.example.com?address=B0031","Female","Thyroid",228920,15.2,10.5,21.7,155410,14.8,9.2,23.1,"","","","",58710,"","","","","","","",2,91585,50.1,18.6,11.1,67.0,0.6,1.6,26.7,1.6
"B0031","Tehama, Glenn","Mineral, Red Bluff, Lake California, Manton, Flournoy, Paynes Creek, Bend, Rancho Tehama Reserve, Corning","https://www.example.com?address=B0031","Male","Liver",229005,13.3,9.4,18.7,151190,11.4,7.5,17.5,"","","","",63515,"","","","","","","",2,91585,50.1,18.6,11.1,67.0,0.6,1.6,26.7,1.6
"B0031","Tehama, Glenn","Mineral, Red Bluff, Lake California, Manton, Flournoy, Paynes Creek, Bend, Rancho Tehama Reserve, Corning","https://www.example.com?address=B0031","Female","Liver",228920,"","","",155410,"","","","","","","",58710,"","","","","","","",2,91585,50.1,18.6,11.1,67.0,0.6,1.6,26.7,1.6
"B0031","Tehama, Glenn","Mineral, Red Bluff, Lake California, Manton, Flournoy, Paynes Creek, Bend, Rancho Tehama Reserve, Corning","https://www.example.com?address=B0031","Male","Pancreas",229005,13.6,9.5,19.3,151190,13.8,9.3,20.5,"","","","",63515,"","","","","","","",2,91585,50.1,18.6,11.1,67.0,0.6,1.6,26.7,1.6
"B0031","Tehama, Glenn","Mineral, Red Bluff, Lake California, Manton, Flournoy, Paynes Creek, Bend, Rancho Tehama Reserve, Corning","https://www.example.com?address=B0031","Female","Pancreas",228920,11.6,8.0,16.6,155410,10.2,6.7,16.1,"","","","",58710,"","","","","","","",2,91585,50.1,18.6,11.1,67.0,0.6,1.6,26.7,1.6
"B0031","Tehama, Glenn","Mineral, Red Bluff, Lake California, Manton, Flournoy, Paynes Creek, Bend, Rancho Tehama Reserve, Corning","https://www.example.com?address=B0031","Both","AllSite",457925,493.5,474.7,513.0,306600,505.3,484.0,527.5,"","","","",122225,384.2,331.2,445.2,"","","","",2,91585,50.1,18.6,11.1,67.0,0.6,1.6,26.7,1.6
"B0031","Tehama, Glenn","Mineral, Red Bluff, Lake California, Manton, Flournoy, Paynes Creek, Bend, Rancho Tehama Reserve, Corning","https://www.example.com?address=B0031","Both","Lung",457925,66.3,59.6,73.6,306600,72.5,65.0,81.0,"","","","",122225,"","","","","","","",2,91585,50.1,18.6,11.1,67.0,0.6,1.6,26.7,1.6
"B0031","Tehama, Glenn","Mineral, Red Bluff, Lake California, Manton, Flournoy, Paynes Creek, Bend, Rancho Tehama Reserve, Corning","https://www.example.com?address=B0031","Both","CRC",457925,44.2,38.7,50.4,306600,46.3,40.1,53.5,"","","","",122225,35.9,21.9,58.7,"","","","",2,91585,50.1,18.6,11.1,67.0,0.6,1.6,26.7,1.6
"B0031","Tehama, Glenn","Mineral, Red Bluff, Lake California, Manton, Flournoy, Paynes Creek, Bend, Rancho Tehama Reserve, Corning","https://www.example.com?address=B0031","Both","Mela",457925,29.2,24.7,34.4,306600,30.0,24.8,36.3,"","","","",122225,"","","","","","","",2,91585,50.1,18.6,11.1,67.0,0.6,1.6,26.7,1.6
"B0031","Tehama, Glenn","Mineral, Red Bluff, Lake California, Manton, Flournoy, Paynes Creek, Bend, Rancho Tehama Reserve, Corning","https://www.example.com?address=B0031","Both","Lymph",457925,21.1,17.4,25.6,306600,21.5,17.3,26.7,"","","","",122225,"","","","","","","",2,91585,50.1,18.6,11.1,67.0,0.6,1.6,26.7,1.6
"B0031","Tehama, Glenn","Mineral, Red Bluff, Lake California, Manton, Flournoy, Paynes Creek, Bend, Rancho Tehama Reserve, Corning","https://www.example.com?address=B0031","Both","Urinary",457925,14.1,11.0,17.8,306600,14.5,11.3,18.9,"","","","",122225,"","","","","","","",2,91585,50.1,18.6,11.1,67.0,0.6,1.6,26.7,1.6
"B0031","Tehama, Glenn","Mineral, Red Bluff, Lake California, Manton, Flournoy, Paynes Creek, Bend, Rancho Tehama Reserve, Corning","https://www.example.com?address=B0031","Both","Kidney",457925,20.0,16.3,24.5,306600,19.0,15.0,24.1,"","","","",122225,25.0,13.6,45.6,"","","","",2,91585,50.1,18.6,11.1,67.0,0.6,1.6,26.7,1.6
"B0031","Tehama, Glenn","Mineral, Red Bluff, Lake California, Manton, Flournoy, Paynes Creek, Bend, Rancho Tehama Reserve, Corning","https://www.example.com?address=B0031","Both","Thyroid",457925,9.9,7.2,13.5,306600,9.3,6.2,13.6,"","","","",122225,"","","","","","","",2,91585,50.1,18.6,11.1,67.0,0.6,1.6,26.7,1.6
"B0031","Tehama, Glenn","Mineral, Red Bluff, Lake California, Manton, Flournoy, Paynes Creek, Bend, Rancho Tehama Reserve, Corning","https://www.example.com?address=B0031","Both","Liver",457925,8.5,6.3,11.4,306600,7.2,5.1,10.5,"","","","",122225,"","","","","","","",2,91585,50.1,18.6,11.1,67.0,0.6,1.6,26.7,1.6
"B0031","Tehama, Glenn","Mineral, Red Bluff, Lake California, Manton, Flournoy, Paynes Creek, Bend, Rancho Tehama Reserve, Corning","https://www.example.com?address=B0031","Both","Pancreas",457925,12.5,9.7,16.0,306600,11.8,8.9,15.8,"","","","",122225,"","","","","","","",2,91585,50.1,18.6,11.1,67.0,0.6,1.6,26.7,1.6
