"Zone","Counties","Cities","URL","Sex","Cancer","PopTot","AAIR","LCI","UCI","White_PopTot","White_AAIR","White_LCI","White_UCI","Black_PopTot","Black_AAIR","Black_LCI","Black_UCI","Hispanic_PopTot","Hispanic_AAIR","Hispanic_LCI","Hispanic_UCI","Asian_PopTot","Asian_AAIR","Asian_LCI","Asian_UCI","QNSES","PopAll","PerRural","PerUninsured","PerForeignBorn","PerWhite","PerBlack","PerAsian","PerHispanic","PerAsian"
"B0464","Sierra, Lassen, Modoc, Plumas","Gold Mountain, Greenville, Fort Bidwell, Janesville, Greenhorn, Patton Village, Litchfield, Tobin, Warner Valley, Downieville, La Porte, Twain, Lookout, Milford, East Quincy, Bucks Lake, Johnsville, Meadow Valley, Mohawk Vista, Verdi, Lake Davis, Sierraville, Quincy, Chester, Cromberg, Beckwourth, Chilcoot-Vinton, Westwood, Adin, California Pines, Iron Horse, Crescent Mills, Little Grass Valley, Mabie, Doyle, Susanville, Portola, Graeagle, Spaulding, Johnstonville, Pike, Cedarville, Plumas Eureka, Taylorsville, Lake City","https://www.example.com?address=B0464","Male","Lymph",194715,18.4,12.7,26.2,135080,18.1,12.0,27.0,14260,"","","",32345,"","","","","","","",2,67828,76.4,15.0,6.1,74.8,4.9,1.6,13.9,1.6
"B0464","Sierra, Lassen, Modoc, Plumas","Gold Mountain, Greenville, Fort Bidwell, Janesville, Greenhorn, Patton Village, Litchfield, Tobin, Warner Valley, Downieville, La Porte, Twain, Lookout, Milford, East Quincy, Bucks Lake, Johnsville, Meadow Valley, Mohawk Vista, Verdi, Lake Davis, Sierraville, Quincy, Chester, Cromberg, Beckwourth, Chilcoot-Vinton, Westwood, Adin, California Pines, Iron Horse, Crescent Mills, Little Grass Valley, Mabie, Doyle, Susanville, Portola, Graeagle, Spaulding, Johnstonville, Pike, Cedarville, Plumas Eureka, Taylorsville, Lake City","https://www.example.com?address=B0464","Female","Lymph",144425,13.8,9.0,21.1,118865,14.1,8.9,22.6,"","","","",14320,"","","","","","","",2,67828,76.4,15.0,6.1,74.8,4.9,1.6,13.9,1.6
"B0464","Sierra, Lassen, Modoc, Plumas","Gold Mountain, Greenville, Fort Bidwell, Janesville, Greenhorn, Patton Village, Litchfield, Tobin, Warner Valley, Downieville, La Porte, Twain, Lookout, Milford, East Quincy, Bucks Lake, Johnsville, Meadow Valley, Mohawk Vista, Verdi, Lake Davis, Sierraville, Quincy, Chester, Cromberg, Beckwourth, Chilcoot-Vinton, Westwood, Adin, California Pines, Iron Horse, Crescent Mills, Little Grass Valley, Mabie, Doyle, Susanville, Portola, Graeagle, Spaulding, Johnstonville, Pike, Cedarville, Plumas Eureka, Taylorsville, Lake City","https://www.example.com?address=B0464","Male","Urinary",194715,16.8,11.6,24.1,135080,17.5,11.9,25.9,14260,"","","",32345,"","","","","","","",2,67828,76.4,15.0,6.1,74.8,4.9,1.6,13.9,1.6
"B0464","Sierra, Lassen, Modoc, Plumas","Gold Mountain, Greenville, Fort Bidwell, Janesville, Greenhorn, Patton Village, Litchfield, Tobin, Warner Valley, Downieville, La Porte, Twain, Lookout, Milford, East Quincy, Bucks Lake, Johnsville, Meadow Valley, Mohawk Vista, Verdi, Lake Davis, Sierraville, Quincy, Chester, Cromberg, Beckwourth, Chilcoot-Vinton, Westwood, Adin, California Pines, Iron Horse, Crescent Mills, Little Grass Valley, Mabie, Doyle, Susanville, Portola, Graeagle, Spaulding, Johnstonville, Pike, Cedarville, Plumas Eureka, Taylorsville, Lake City","https://www.example.com?address=B0464","Female","Urinary",144425,"","","",118865,"","","","","","","",14320,"","","","","","","",2,67828,76.4,15.0,6.1,74.8,4.9,1.6,13.9,1.6
"B0464","Sierra, Lassen, Modoc, Plumas","Gold Mountain, Greenville, Fort Bidwell, Janesville, Greenhorn, Patton Village, Litchfield, Tobin, Warner Valley, Downieville, La Porte, Twain, Lookout, Milford, East Quincy, Bucks Lake, Johnsville, Meadow Valley, Mohawk Vista, Verdi, Lake Davis, Sierraville, Quincy, Chester, Cromberg, Beckwourth, Chilcoot-Vinton, Westwood, Adin, California Pines, Iron Horse, Crescent Mills, Little Grass Valley, Mabie, Doyle, Susanville, Portola, Graeagle, Spaulding, Johnstonville, Pike, Cedarville, Plumas Eureka, Taylorsville, Lake City","https://www.example.com?address=B0464","Male","Kidney",194715,17.6,12.5,24.8,135080,20.1,14.0,28.9,14260,"","","",32345,"","","","","","","",2,67828,76.4,15.0,6.1,74.8,4.9,1.6,13.9,1.6
"B0464","Sierra, Lassen, Modoc, Plumas","Gold Mountain, Greenville, Fort Bidwell, Janesville, Greenhorn, Patton Village, Litchfield, Tobin, Warner Valley, Downieville, La Porte, Twain, Lookout, Milford, East Quincy, Bucks Lake, Johnsville, Meadow Valley, Mohawk Vista, Verdi, Lake Davis, Sierraville, Quincy, Chester, Cromberg, Beckwourth, Chilcoot-Vinton, Westwood, Adin, California Pines, Iron Horse, Crescent Mills, Little Grass Valley, Mabie, Doyle, Susanville, Portola, Graeagle, Spaulding, Johnstonville, Pike, Cedarville, Plumas Eureka, Taylorsville, Lake City","https://www.example.com?address=B0464","Female","Kidney",144425,7.6,4.3,13.4,118865,"","","","","","","",14320,"","","","","","","",2,67828,76.4,15.0,6.1,74.8,4.9,1.6,13.9,1.6
"B0464","Sierra, Lassen, Modoc, Plumas","Gold Mountain, Greenville, Fort Bidwell, Janesville, Greenhorn, Patton Village, Litchfield, Tobin, Warner Valley, Downieville, La Porte, Twain, Lookout, Milford, East Quincy, Bucks Lake, Johnsville, Meadow Valley, Mohawk Vista, Verdi, Lake Davis, Sierraville, Quincy, Chester, Cromberg, Beckwourth, Chilcoot-Vinton, Westwood, Adin, California Pines, Iron Horse, Crescent Mills, Little Grass Valley, Mabie, Doyle, Susanville, Portola, Graeagle, Spaulding, Johnstonville, Pike, Cedarville, Plumas Eureka, Taylorsville, Lake City","https://www.example.com?address=B0464","Male","Thyroid",194715,"","","",135080,"","","",14260,"","","",32345,"","","","","","","",2,67828,76.4,15.0,6.1,74.8,4.9,1.6,13.9,1.6
"B0464","Sierra, Lassen, Modoc, Plumas","Gold Mountain, Greenville, Fort Bidwell, Janesville, Greenhorn, Patton Village, Litchfield, Tobin, Warner Valley, Downieville, La Porte, Twain, Lookout, Milford, East Quincy, Bucks Lake, Johnsville, Meadow Valley, Mohawk Vista, Verdi, Lake Davis, Sierraville, Quincy, Chester, Cromberg, Beckwourth, Chilcoot-Vinton, Westwood, Adin, California Pines, Iron Horse, Crescent Mills, Little Grass Valley, Mabie, Doyle, Susanville, Portola, Graeagle, Spaulding, Johnstonville, Pike, Cedarville, Plumas Eureka, Taylorsville, Lake City","https://www.example.com?address=B0464","Female","Thyroid",144425,18.4,12.0,27.5,118865,19.2,12.1,29.9,"","","","",14320,"","","","","","","",2,67828,76.4,15.0,6.1,74.8,4.9,1.6,13.9,1.6
"B0464","Sierra, Lassen, Modoc, Plumas","Gold Mountain, Greenville, Fort Bidwell, Janesville, Greenhorn, Patton Village, Litchfield, Tobin, Warner Valley, Downieville, La Porte, Twain, Lookout, Milford, East Quincy, Bucks Lake, Johnsville, Meadow Valley, Mohawk Vista, Verdi, Lake Davis, Sierraville, Quincy, Chester, Cromberg, Beckwourth, Chilcoot-Vinton, Westwood, Adin, California Pines, Iron Horse, Crescent Mills, Little Grass Valley, Mabie, Doyle, Susanville, Portola, Graeagle, Spaulding, Johnstonville, Pike, Cedarville, Plumas Eureka, Taylorsville, Lake City","https://www.example.com?address=B0464","Male","Liver",194715,10.3,6.7,15.9,135080,9.0,5.5,15.3,14260,"","","",32345,"","","","","","","",2,67828,76.4,15.0,6.1,74.8,4.9,1.6,13.9,1.6
"B0464","Sierra, Lassen, Modoc, Plumas","Gold Mountain, Greenville, Fort Bidwell, Janesville, Greenhorn, Patton Village, Litchfield, Tobin, Warner Valley, Downieville, La Porte, Twain, Lookout, Milford, East Quincy, Bucks Lake, Johnsville, Meadow Valley, Mohawk Vista, Verdi, Lake Davis, Sierraville, Quincy, Chester, Cromberg, Beckwourth, Chilcoot-Vinton, Westwood, Adin, California Pines, Iron Horse, Crescent Mills, Little Grass Valley, Mabie, Doyle, Susanville, Portola, Graeagle, Spaulding, Johnstonville, Pike, Cedarville, Plumas Eureka, Taylorsville, Lake City","https://www.example.com?address=B0464","Female","Liver",144425,"","","",118865,"","","","","","","",14320,"","","","","","","",2,67828,76.4,15.0,6.1,74.8,4.9,1.6,13.9,1.6
"B0464","Sierra, Lassen, Modoc, Plumas","Gold Mountain, Greenville, Fort Bidwell, Janesville, Greenhorn, Patton Village, Litchfield, Tobin, Warner Valley, Downieville, La Porte, Twain, Lookout, Milford, East Quincy, Bucks Lake, Johnsville, Meadow Valley, Mohawk Vista, Verdi, Lake Davis, Sierraville, Quincy, Chester, Cromberg, Beckwourth, Chilcoot-Vinton, Westwood, Adin, California Pines, Iron Horse, Crescent Mills, Little Grass Valley, Mabie, Doyle, Susanville, Portola, Graeagle, Spaulding, Johnstonville, Pike, Cedarville, Plumas Eureka, Taylorsville, Lake City","https://www.example.com?address=B0464","Male","Pancreas",194715,11.5,7.4,17.8,135080,12.2,7.6,19.6,14260,"","","",32345,"","","","","","","",2,67828,76.4,15.0,6.1,74.8,4.9,1.6,13.9,1.6
"B0464","Sierra, Lassen, Modoc, Plumas","Gold Mountain, Greenville, Fort Bidwell, Janesville, Greenhorn, Patton Village, Litchfield, Tobin, Warner Valley, Downieville, La Porte, Twain, Lookout, Milford, East Quincy, Bucks Lake, Johnsville, Meadow Valley, Mohawk Vista, Verdi, Lake Davis, Sierraville, Quincy, Chester, Cromberg, Beckwourth, Chilcoot-Vinton, Westwood, Adin, California Pines, Iron Horse, Crescent Mills, Little Grass Valley, Mabie, Doyle, Susanville, Portola, Graeagle, Spaulding, Johnstonville, Pike, Cedarville, Plumas Eureka, Taylorsville, Lake City","https://www.example.com?address=B0464","Female","Pancreas",144425,7.0,4.0,12.6,118865,7.3,4.0,13.9,"","","","",14320,"","","","","","","",2,67828,76.4,15.0,6.1,74.8,4.9,1.6,13.9,1.6
"B0464","Sierra, Lassen, Modoc, Plumas","Gold Mountain, Greenville, Fort Bidwell, Janesville, Greenhorn, Patton Village, Litchfield, Tobin, Warner Valley, Downieville, La Porte, Twain, Lookout, Milford, East Quincy, Bucks Lake, Johnsville, Meadow Valley, Mohawk Vista, Verdi, Lake Davis, Sierraville, Quincy, Chester, Cromberg, Beckwourth, Chilcoot-Vinton, Westwood, Adin, California Pines, Iron Horse, Crescent Mills, Little Grass Valley, Mabie, Doyle, Susanville, Portola, Graeagle, Spaulding, Johnstonville, Pike, Cedarville, Plumas Eureka, Taylorsville, Lake City","https://www.example.com?address=B0464","Both","AllSite",339140,382.1,363.2,402.0,253945,386.6,365.8,408.5,15265,390.8,214.7,687.0,46665,258.1,192.3,343.4,"","","","",2,67828,76.4,15.0,6.1,74.8,4.9,1.6,13.9,1.6
"B0464","Sierra, Lassen, Modoc, Plumas","Gold Mountain, Greenville, Fort Bidwell, Janesville, Greenhorn, Patton Village, Litchfield, Tobin, Warner Valley, Downieville, La Porte, Twain, Lookout, Milford, East Quincy, Bucks Lake, Johnsville, Meadow Valley, Mohawk Vista, Verdi, Lake Davis, Sierraville, Quincy, Chester, Cromberg, Beckwourth, Chilcoot-Vinton, Westwood, Adin, California Pines, Iron Horse, Crescent Mills, Little Grass Valley, Mabie, Doyle, Susanville, Portola, Graeagle, Spaulding, Johnstonville, Pike, Cedarville, Plumas Eureka, Taylorsville, Lake City","https://www.example.com?address=B0464","Both","Lung",339140,44.6,38.3,51.9,253945,45.1,38.4,53.0,15265,"","","",46665,"","","","","","","",2,67828,76.4,15.0,6.1,74.8,4.9,1.6,13.9,1.6
"B0464","Sierra, Lassen, Modoc, Plumas","Gold Mountain, Greenville, Fort Bidwell, Janesville, Greenhorn, Patton Village, Litchfield, Tobin, Warner Valley, Downieville, La Porte, Twain, Lookout, Milford, East Quincy, Bucks Lake, Johnsville, Meadow Valley, Mohawk Vista, Verdi, Lake Davis, Sierraville, Quincy, Chester, Cromberg, Beckwourth, Chilcoot-Vinton, Westwood, Adin, California Pines, Iron Horse, Crescent Mills, Little Grass Valley, Mabie, Doyle, Susanville, Portola, Graeagle, Spaulding, Johnstonville, Pike, Cedarville, Plumas Eureka, Taylorsville, Lake City","https://www.example.com?address=B0464","Both","CRC",339140,32.7,27.4,39.1,253945,31.6,26.0,38.6,15265,"","","",46665,"","","","","","","",2,67828,76.4,15.0,6.1,74.8,4.9,1.6,13.9,1.6
"B0464","Sierra, Lassen, Modoc, Plumas","Gold Mountain, Greenville, Fort Bidwell, Janesville, Greenhorn, Patton Village, Litchfield, Tobin, Warner Valley, Downieville, La Porte, Twain, Lookout, Milford, East Quincy, Bucks Lake, Johnsville, Meadow Valley, Mohawk Vista, Verdi, Lake Davis, Sierraville, Quincy, Chester, Cromberg, Beckwourth, Chilcoot-Vinton, Westwood, Adin, California Pines, Iron Horse, Crescent Mills, Little Grass Valley, Mabie, Doyle, Susanville, Portola, Graeagle, Spaulding, Johnstonville, Pike, Cedarville, Plumas Eureka, Taylorsville, Lake City","https://www.example.com?address=B0464","Both","Mela",339140,24.4,19.7,30.1,253945,24.0,19.0,30.3,15265,"","","",46665,"","","","","","","",2,67828,76.4,15.0,6.1,74.8,4.9,1.6,13.9,1.6
"B0464","Sierra, Lassen, Modoc, Plumas","Gold Mountain, Greenville, Fort Bidwell, Janesville, Greenhorn, Patton Village, Litchfield, Tobin, Warner Valley, Downieville, La Porte, Twain, Lookout, Milford, East Quincy, Bucks Lake, Johnsville, Meadow Valley, Mohawk Vista, Verdi, Lake Davis, Sierraville, Quincy, Chester, Cromberg, Beckwourth, Chilcoot-Vinton, Westwood, Adin, California Pines, Iron Horse, Crescent Mills, Little Grass Valley, Mabie, Doyle, Susanville, Portola, Graeagle, Spaulding, Johnstonville, Pike, Cedarville, Plumas Eureka, Taylorsville, Lake City","https://www.example.com?address=B0464","Both","Lymph",339140,15.5,11.8,20.2,253945,15.6,11.6,20.9,15265,"","","",46665,"","","","","","","",2,67828,76.4,15.0,6.1,74.8,4.9,1.6,13.9,1.6
"B0464","Sierra, Lassen, Modoc, Plumas","Gold Mountain, Greenville, Fort Bidwell, Janesville, Greenhorn, Patton Village, Litchfield, Tobin, Warner Valley, Downieville, La Porte, Twain, Lookout, Milford, East Quincy, Bucks Lake, Johnsville, Meadow Valley, Mohawk Vista, Verdi, Lake Davis, Sierraville, Quincy, Chester, Cromberg, Beckwourth, Chilcoot-Vinton, Westwood, Adin, California Pines, Iron Horse, Crescent Mills, Little Grass Valley, Mabie, Doyle, Susanville, Portola, Graeagle, Spaulding, Johnstonville, Pike, Cedarville, Plumas Eureka, Taylorsville, Lake City","https://www.example.com?address=B0464","Both","Urinary",339140,10.3,7.4,14.3,253945,11.0,7.8,15.6,15265,"","","",46665,"","","","","","","",2,67828,76.4,15.0,6.1,74.8,4.9,1.6,13.9,1.6
"B0464","Sierra, Lassen, Modoc, Plumas","Gold Mountain, Greenville, Fort Bidwell, Janesville, Greenhorn, Patton Village, Litchfield, Tobin, Warner Valley, Downieville, La Porte, Twain, Lookout, Milford, East Quincy, Bucks Lake, Johnsville, Meadow Valley, Mohawk Vista, Verdi, Lake Davis, Sierraville, Quincy, Chester, Cromberg, Beckwourth, Chilcoot-Vinton, Westwood, Adin, California Pines, Iron Horse, Crescent Mills, Little Grass Valley, Mabie, Doyle, Susanville, Portola, Graeagle, Spaulding, Johnstonville, Pike, Cedarville, Plumas Eureka, Taylorsville, Lake City","https://www.example.com?address=B0464","Both","Kidney",339140,12.9,9.7,17.2,253945,13.7,10.1,18.7,15265,"","","",46665,"","","","","","","",2,67828,76.4,15.0,6.1,74.8,4.9,1.6,13.9,1.6
"B0464","Sierra, Lassen, Modoc, Plumas","Gold Mountain, Greenville, Fort Bidwell, Janesville, Greenhorn, Patton Village, Litchfield, Tobin, Warner Valley, Downieville, La Porte, Twain, Lookout, Milford, East Quincy, Bucks Lake, Johnsville, Meadow Valley, Mohawk Vista, Verdi, Lake Davis, Sierraville, Quincy, Chester, Cromberg, Beckwourth, Chilcoot-Vinton, Westwood, Adin, California Pines, Iron Horse, Crescent Mills, Little Grass Valley, Mabie, Doyle, Susanville, Portola, Graeagle, Spaulding, Johnstonville, Pike, Cedarville, Plumas Eureka, Taylorsville, Lake City","https://www.example.com?address=B0464","Both","Thyroid",339140,11.2,8.1,15.3,253945,12.3,8.5,17.5,15265,"","","",46665,"","","","","","","",2,67828,76.4,15.0,6.1,74.8,4.9,1.6,13.9,1.6
"B0464","Sierra, Lassen, Modoc, Plumas","Gold Mountain, Greenville, Fort Bidwell, Janesville, Greenhorn, Patton Village, Litchfield, Tobin, Warner Valley, Downieville, La Porte, Twain, Lookout, Milford, East Quincy, Bucks Lake, Johnsville, Meadow Valley, Mohawk Vista, Verdi, Lake Davis, Sierraville, Quincy, Chester, Cromberg, Beckwourth, Chilcoot-Vinton, Westwood, Adin, California Pines, Iron Horse, Crescent Mills, Little Grass Valley, Mabie, Doyle, Susanville, Portola, Graeagle, Spaulding, Johnstonville, Pike, Cedarville, Plumas Eureka, Taylorsville, Lake City","https://www.example.com?address=B0464","Both","Liver",339140,6.8,4.6,10.0,253945,6.0,3.8,9.6,15265,"","","",46665,"","","","","","","",2,67828,76.4,15.0,6.1,74.8,4.9,1.6,13.9,1.6
"B0464","Sierra, Lassen, Modoc, Plumas","Gold Mountain, Greenville, Fort Bidwell, Janesville, Greenhorn, Patton Village, Litchfield, Tobin, Warner Valley, Downieville, La Porte, Twain, Lookout, Milford, East Quincy, Bucks Lake, Johnsville, Meadow Valley, Mohawk Vista, Verdi, Lake Davis, Sierraville, Quincy, Chester, Cromberg, Beckwourth, Chilcoot-Vinton, Westwood, Adin, California Pines, Iron Horse, Crescent Mills, Little Grass Valley, Mabie, Doyle, Susanville, Portola, Graeagle, Spaulding, Johnstonville, Pike, Cedarville, Plumas Eureka, Taylorsville, Lake City","https://www.example.com?address=B0464","Both","Pancreas",339140,9.4,6.7,13.2,253945,9.9,6.9,14.2,15265,"","","",46665,"","","","","","","",2,67828,76.4,15.0,6.1,74.8,4.9,1.6,13.9,1.6
